Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion,CandidateID,HireSource,TimeToHireDays,HireDate,NameMatchScore,MatchStatus,TicketCount,EscalatedTickets,AvgResolveDays
34,58934,No,Sales,1048,4,Account Executive,3,No,4,0.6,1,On-site,0.6,10048,Employee Referral,29,2019-01-24,1.0,OK,4,1,2.5
42,70814,No,News & Content,1049,3,News Director,3,No,2,1.6,1,On-site,1.6,10049,Career Site,10,2022-11-19,1.0,OK,6,1,3.6666666666666665
32,78494,No,Human Resources,1050,2,HR Generalist,4,Yes,3,1.1,3,Hybrid,0.7,10050,Recruiter Sourced,29,2021-01-08,1.0,OK,6,3,2.0
35,98810,Yes,Sales,1051,2,Sales Manager,1,No,4,0.6,2,On-site,0.6,10051,Employee Referral,32,2022-10-31,1.0,OK,6,0,2.3333333333333335
59,103582,No,News & Content,1052,3,Editor,2,No,3,5.3,3,Hybrid,0.9,10052,Recruiter Sourced,36,2025-03-26,1.0,OK,5,1,2.2
24,73107,No,Sales,1053,4,Sales Coordinator,4,No,2,4.0,3,Hybrid,0.2,10053,Indeed,13,2022-02-25,1.0,OK,2,2,2.0
37,106646,No,Engineering,1054,4,Systems Engineer,3,Yes,2,13.5,4,Remote,6.5,10054,LinkedIn,14,2026-07-11,1.0,OK,3,1,1.3333333333333333
51,56110,No,News & Content,1055,3,Producer,4,No,3,7.7,3,On-site,3.0,10055,Indeed,36,2018-11-09,1.0,OK,1,0,6.0
27,82556,Yes,Human Resources,1056,4,HR Generalist,2,Yes,3,0.3,1,Hybrid,0.1,10056,Indeed,18,2019-01-03,1.0,OK,9,2,3.2222222222222223
48,92464,No,Engineering,1057,2,Broadcast Engineer,3,No,4,0.2,3,Hybrid,0.2,10057,Career Site,31,2024-11-10,0.5454545454545454,REVIEW,5,2,1.0
40,50011,No,News & Content,1058,4,Producer,4,Yes,2,2.3,2,On-site,2.3,10058,LinkedIn,49,2018-11-26,1.0,OK,6,0,3.8333333333333335
48,60829,No,Sales,1059,4,Sales Manager,1,No,3,9.0,3,Hybrid,1.7,10059,Employee Referral,17,2019-07-04,1.0,OK,11,0,2.1818181818181817
36,34000,Yes,Engineering,1060,2,Systems Engineer,2,No,3,3.9,4,On-site,0.1,10060,University Recruiting,22,2025-01-06,1.0,OK,5,2,2.2
44,90097,No,Sales,1061,4,Sales Coordinator,1,No,2,0.4,2,On-site,0.4,10061,Indeed,46,2023-11-24,1.0,OK,2,0,1.0
49,79665,No,News & Content,1062,4,Reporter,4,No,3,0.4,4,Hybrid,0.4,10062,Employee Referral,10,2022-03-24,1.0,OK,3,0,2.3333333333333335
42,97581,No,Finance,1063,4,Financial Analyst,1,No,4,1.6,3,Hybrid,0.4,10063,LinkedIn,31,2023-12-26,1.0,OK,8,0,1.375
49,66213,No,News & Content,1064,1,Editor,4,No,3,7.4,2,Hybrid,7.4,10064,LinkedIn,64,2025-07-21,1.0,OK,5,1,2.2
24,83905,Yes,News & Content,1065,2,Producer,3,No,3,1.4,1,On-site,1.2,10065,University Recruiting,37,2019-10-02,1.0,OK,8,1,2.875
59,84327,No,Sales,1066,2,Account Executive,3,No,3,0.4,2,On-site,0.4,10066,Indeed,45,2023-03-12,1.0,OK,2,0,2.0
37,34033,Yes,News & Content,1067,3,News Director,3,Yes,3,1.9,3,On-site,0.4,10067,Indeed,28,2025-12-16,1.0,OK,3,0,4.333333333333333
33,34000,No,Engineering,1068,4,IT Support,4,Yes,3,8.1,4,Hybrid,0.3,10068,Employee Referral,17,2018-11-08,1.0,OK,5,2,5.8
23,34000,Yes,Sales,1069,4,Sales Coordinator,1,No,3,1.0,4,On-site,1.0,10069,LinkedIn,14,2019-09-10,1.0,OK,8,0,2.375
35,73718,No,News & Content,1070,3,Producer,3,No,3,5.0,1,Remote,0.3,10070,University Recruiting,37,2023-10-16,1.0,OK,3,0,3.6666666666666665
39,62423,No,News & Content,1071,4,Reporter,4,Yes,3,19.0,2,On-site,0.5,10071,Recruiter Sourced,37,2022-04-30,1.0,OK,3,1,1.6666666666666667
24,34000,No,News & Content,1072,4,Producer,3,Yes,2,4.0,4,Hybrid,1.6,10072,Recruiter Sourced,56,2025-11-26,1.0,OK,3,0,2.3333333333333335
47,58917,No,Engineering,1073,3,IT Support,1,Yes,4,0.9,4,Remote,0.4,10073,Employee Referral,29,2018-12-04,1.0,OK,4,0,2.5
23,34000,No,News & Content,1074,3,Photojournalist,4,No,3,1.9,3,Hybrid,0.1,10074,Recruiter Sourced,37,2024-03-03,1.0,OK,4,1,2.5
44,37540,No,Sales,1075,3,Sales Manager,4,No,3,1.8,2,Hybrid,1.8,10075,LinkedIn,32,2019-08-09,1.0,OK,1,0,13.0
45,81774,No,Sales,1076,2,Sales Coordinator,4,No,3,1.7,3,On-site,1.7,10076,University Recruiting,18,2019-12-09,1.0,OK,4,0,2.75
43,111964,No,Human Resources,1077,3,HR Manager,2,No,3,1.9,3,Hybrid,1.2,10077,LinkedIn,37,2018-12-16,1.0,OK,5,1,2.6
44,69266,No,News & Content,1078,3,Producer,1,No,4,0.7,3,On-site,0.7,10078,LinkedIn,47,2021-01-07,1.0,OK,9,0,2.888888888888889
40,103040,No,News & Content,1079,3,Reporter,4,Yes,3,12.1,3,On-site,0.3,10079,LinkedIn,42,2024-11-28,1.0,OK,6,0,1.8333333333333333
31,87501,No,Engineering,1080,3,Broadcast Engineer,4,No,4,1.4,3,Hybrid,1.1,10080,LinkedIn,24,2022-03-17,1.0,OK,2,0,2.5
34,90131,No,News & Content,1081,2,News Director,4,No,4,4.0,3,On-site,0.1,10081,Indeed,69,2019-12-04,1.0,OK,5,0,2.8
48,95759,Yes,Sales,1082,2,Sales Coordinator,2,No,3,1.0,3,Hybrid,1.0,10082,Recruiter Sourced,30,2023-04-16,1.0,OK,10,0,2.1
37,123188,No,Human Resources,1083,2,HR Manager,3,Yes,4,4.6,4,Hybrid,0.9,10083,University Recruiting,49,2025-02-06,1.0,OK,6,1,1.1666666666666667
63,83833,No,News & Content,1084,3,Producer,1,No,3,7.0,2,Hybrid,2.3,10084,Career Site,29,2019-05-30,1.0,OK,5,0,4.2
32,85290,No,Engineering,1085,4,Broadcast Engineer,2,No,2,0.2,3,Hybrid,0.2,10085,Indeed,49,2022-07-15,1.0,OK,5,0,1.8
35,102072,No,Sales,1086,2,Sales Coordinator,4,No,3,0.2,3,On-site,0.2,10086,Recruiter Sourced,31,2024-12-14,0.6153846153846154,OK,5,1,3.0
56,116853,No,News & Content,1087,3,Reporter,3,Yes,3,2.1,3,Remote,1.1,10087,Employee Referral,32,2020-04-28,1.0,OK,3,1,1.0
43,104036,No,News & Content,1088,3,Reporter,1,No,3,3.4,2,Hybrid,3.4,10088,Indeed,47,2024-12-29,1.0,OK,5,1,3.4
28,75752,No,Finance,1089,2,Accountant,3,No,3,8.0,2,On-site,1.6,10089,Indeed,59,2021-12-20,1.0,OK,4,0,2.25
30,67338,No,News & Content,1090,3,Reporter,3,No,3,2.5,2,Hybrid,0.6,10090,Career Site,30,2025-01-19,1.0,OK,1,1,7.0
38,115559,No,News & Content,1091,1,News Director,4,No,3,4.2,3,Remote,0.0,10091,Career Site,28,2026-06-01,1.0,OK,7,2,1.1428571428571428
21,77755,No,Finance,1092,3,Financial Analyst,4,No,3,1.0,3,Hybrid,1.0,10092,LinkedIn,24,2023-12-27,1.0,OK,0,0,0.0
40,99606,No,Finance,1093,4,Financial Analyst,4,Yes,3,2.6,3,On-site,2.6,10093,Recruiter Sourced,22,2021-02-25,1.0,OK,0,0,0.0
48,61554,No,Sales,1094,4,Account Executive,4,No,2,1.5,4,Hybrid,0.3,10094,University Recruiting,25,2026-05-14,1.0,OK,1,0,1.0
34,47778,Yes,News & Content,1095,2,Photojournalist,1,No,4,5.1,1,On-site,1.1,10095,Employee Referral,27,2023-03-02,1.0,OK,18,4,2.0555555555555554
45,41083,Yes,News & Content,1096,2,Producer,3,No,3,0.1,3,Hybrid,0.1,10096,Employee Referral,45,2019-08-29,1.0,OK,7,2,1.4285714285714286
32,121349,Yes,News & Content,1097,2,News Director,4,Yes,3,2.4,3,Hybrid,1.0,10097,Career Site,40,2025-04-02,1.0,OK,5,0,2.6
44,52927,No,News & Content,1098,4,Photojournalist,4,No,3,1.1,3,On-site,1.1,10098,Employee Referral,43,2024-11-26,1.0,OK,3,0,0.6666666666666666
33,93820,No,News & Content,1099,3,News Director,1,Yes,3,3.9,4,On-site,2.5,10099,Career Site,43,2024-09-03,1.0,OK,7,0,2.857142857142857
34,66507,Yes,News & Content,1100,3,Producer,4,No,3,0.5,1,On-site,0.5,10100,Career Site,49,2023-04-21,1.0,OK,9,0,1.3333333333333333
47,66607,No,Sales,1101,4,Sales Coordinator,1,No,2,2.6,4,Hybrid,1.4,10101,Recruiter Sourced,24,2021-03-30,1.0,OK,5,0,1.2
39,66403,No,Sales,1102,3,Sales Manager,2,No,3,2.3,1,Hybrid,1.7,10102,LinkedIn,36,2019-07-11,1.0,OK,9,0,1.1111111111111112
54,80561,No,Sales,1103,1,Sales Manager,3,No,3,4.2,4,Hybrid,2.9,10103,Employee Referral,12,2019-09-09,1.0,OK,2,1,2.5
64,51025,No,Sales,1104,3,Sales Manager,3,No,3,1.3,4,Remote,1.3,10104,Employee Referral,12,2021-11-18,1.0,OK,3,0,1.0
51,53379,No,Engineering,1105,2,Broadcast Engineer,2,Yes,2,3.0,3,On-site,3.0,10105,LinkedIn,35,2024-02-17,1.0,OK,7,3,3.7142857142857144
33,49421,No,News & Content,1106,2,Producer,4,No,3,2.6,2,Hybrid,2.5,10106,University Recruiting,32,2022-12-27,1.0,OK,7,0,1.5714285714285714
35,48430,Yes,News & Content,1107,2,Editor,3,No,3,6.7,3,On-site,6.7,10107,Employee Referral,34,2022-01-25,1.0,OK,2,1,6.5
60,57148,No,Sales,1108,3,Sales Manager,3,No,3,0.7,3,Remote,0.4,10108,LinkedIn,41,2025-12-18,1.0,OK,1,1,1.0
39,90544,Yes,News & Content,1109,4,Producer,3,Yes,3,1.2,3,On-site,0.1,10109,Employee Referral,52,2018-11-19,1.0,OK,5,0,5.8
37,80929,No,News & Content,1110,3,News Director,2,No,4,2.6,4,On-site,2.0,10110,Career Site,34,2019-05-12,1.0,OK,6,2,1.5
46,86880,No,Sales,1111,3,Account Executive,4,Yes,3,4.5,3,Hybrid,4.5,10111,Employee Referral,31,2025-05-04,1.0,OK,3,1,4.333333333333333
28,85118,No,News & Content,1112,4,Reporter,1,No,3,2.1,3,Hybrid,1.1,10112,LinkedIn,24,2023-06-17,1.0,OK,8,1,5.375
48,41213,Yes,News & Content,1113,3,Reporter,2,No,3,0.1,1,Hybrid,0.1,10113,Employee Referral,45,2024-10-12,1.0,OK,12,1,1.8333333333333333
59,54668,No,Sales,1114,2,Sales Coordinator,4,Yes,2,2.9,3,On-site,0.4,10114,University Recruiting,25,2018-09-07,1.0,OK,6,1,2.6666666666666665
46,101575,No,Sales,1115,3,Sales Manager,3,Yes,3,3.0,3,On-site,2.5,10115,LinkedIn,30,2022-06-15,1.0,OK,5,0,2.0
32,61922,Yes,Finance,1116,1,Financial Analyst,3,Yes,3,2.2,2,Hybrid,2.2,10116,LinkedIn,42,2018-08-11,1.0,OK,2,0,8.5
40,55157,No,News & Content,1117,4,Editor,1,No,2,3.0,4,Remote,3.0,10117,Employee Referral,35,2019-12-30,1.0,OK,4,2,4.25
34,68220,No,Engineering,1118,2,Systems Engineer,3,No,2,9.6,4,On-site,5.1,10118,Indeed,34,2019-04-10,1.0,OK,1,0,4.0
28,57054,No,Engineering,1119,3,Broadcast Engineer,1,Yes,4,2.4,3,On-site,2.3,10119,LinkedIn,22,2023-10-10,1.0,OK,8,2,4.5
46,61474,Yes,News & Content,1120,2,Reporter,1,No,4,0.1,2,Hybrid,0.1,10120,Recruiter Sourced,38,2025-08-27,1.0,OK,7,2,2.5714285714285716
27,92349,No,News & Content,1121,3,Editor,1,No,3,0.2,1,Hybrid,0.2,10121,Indeed,62,2021-11-21,1.0,OK,4,0,2.5
34,39584,Yes,News & Content,1122,2,Photojournalist,4,No,3,14.0,2,Hybrid,3.1,10122,Indeed,17,2025-01-07,1.0,OK,5,0,2.2
29,101846,No,News & Content,1123,2,Editor,4,No,3,9.0,2,On-site,0.2,10123,Employee Referral,19,2024-09-27,1.0,OK,3,0,5.0
53,84668,No,Sales,1124,1,Sales Manager,4,No,4,0.4,2,Hybrid,0.4,10124,Career Site,44,2024-02-06,1.0,OK,3,0,1.6666666666666667
40,34000,No,Engineering,1125,3,Broadcast Engineer,3,No,3,4.6,2,Hybrid,1.1,10125,Recruiter Sourced,37,2020-03-17,1.0,OK,2,2,0.0
46,56125,Yes,Engineering,1126,2,Broadcast Engineer,2,No,3,1.5,2,Remote,1.5,10126,Indeed,51,2023-09-05,1.0,OK,3,1,0.3333333333333333
48,58795,No,News & Content,1127,3,News Director,2,No,3,10.0,4,On-site,0.2,10127,Employee Referral,24,2022-09-29,1.0,OK,5,0,1.2
57,54973,No,Sales,1128,4,Account Executive,1,No,3,2.4,4,Hybrid,0.4,10128,Indeed,45,2021-11-08,1.0,OK,3,0,2.6666666666666665
44,77956,No,News & Content,1129,4,Photojournalist,2,No,3,6.9,3,Hybrid,3.9,10129,LinkedIn,38,2026-01-24,1.0,OK,4,1,2.75
47,60587,No,Sales,1130,4,Sales Manager,3,Yes,3,6.0,4,On-site,3.3,10130,Employee Referral,21,2023-06-11,1.0,OK,3,1,1.0
54,34000,No,News & Content,1131,4,Producer,4,No,4,6.1,3,Hybrid,0.9,10131,Career Site,25,2018-11-10,1.0,OK,1,0,1.0
50,69202,No,Engineering,1132,2,Broadcast Engineer,4,No,3,0.3,3,Hybrid,0.3,10132,LinkedIn,34,2019-12-31,1.0,OK,1,0,1.0
41,62563,Yes,News & Content,1133,4,Reporter,2,No,2,0.1,3,Remote,0.1,10133,Career Site,22,2022-07-23,1.0,OK,1,0,0.0
22,46473,No,News & Content,1134,2,Producer,3,No,3,1.9,4,On-site,0.9,10134,Employee Referral,48,2026-02-28,1.0,OK,6,0,0.6666666666666666
40,59648,Yes,News & Content,1135,1,Photojournalist,2,No,3,2.3,3,On-site,1.1,10135,LinkedIn,43,2023-07-30,1.0,OK,6,0,0.5
36,91855,No,Finance,1136,2,Accountant,3,Yes,2,6.5,4,Hybrid,0.3,10136,LinkedIn,27,2024-10-26,1.0,OK,3,0,2.6666666666666665
29,91551,No,Sales,1137,3,Sales Manager,2,No,3,6.9,4,On-site,4.0,10137,Career Site,31,2021-05-05,1.0,OK,8,3,1.125
36,38536,Yes,Sales,1138,3,Sales Coordinator,2,Yes,3,9.9,4,Hybrid,3.8,10138,Recruiter Sourced,46,2018-08-06,1.0,OK,5,0,1.0
32,34000,Yes,Finance,1139,2,Financial Analyst,3,No,3,6.9,2,On-site,3.5,10139,LinkedIn,33,2020-06-11,1.0,OK,5,0,3.0
35,82286,No,Sales,1140,2,Sales Manager,4,No,3,1.7,3,Hybrid,0.4,10140,LinkedIn,59,2019-07-02,1.0,OK,4,0,2.0
43,106630,No,News & Content,1141,3,Reporter,1,Yes,4,2.7,2,Hybrid,2.4,10141,Indeed,40,2022-10-20,1.0,OK,7,0,2.857142857142857
25,73433,No,News & Content,1142,3,Editor,3,No,3,5.0,3,On-site,0.8,10142,Career Site,23,2019-04-29,1.0,OK,3,0,5.333333333333333
64,64393,Yes,News & Content,1143,2,Reporter,4,Yes,3,0.8,2,Hybrid,0.8,10143,University Recruiting,20,2021-06-15,1.0,OK,4,2,4.0
35,79304,No,Engineering,1144,4,Broadcast Engineer,4,No,2,4.6,1,Hybrid,2.1,10144,Employee Referral,47,2024-08-25,1.0,OK,3,1,1.6666666666666667
44,73734,No,Sales,1145,2,Sales Manager,3,No,3,0.9,3,Hybrid,0.9,10145,Career Site,28,2022-11-17,1.0,OK,4,1,3.0
31,108078,No,News & Content,1146,3,Producer,3,No,3,5.5,2,Remote,2.1,10146,LinkedIn,35,2020-04-24,1.0,OK,5,0,1.8
43,67166,No,Sales,1147,4,Sales Manager,4,No,3,4.9,3,Hybrid,0.5,10147,University Recruiting,7,2024-09-20,1.0,OK,5,1,2.2
43,54059,No,News & Content,1148,1,News Director,3,No,3,0.3,4,On-site,0.3,10148,LinkedIn,34,2023-11-01,1.0,OK,5,0,2.4
35,112601,Yes,Engineering,1149,2,IT Support,2,No,3,1.0,3,Hybrid,1.0,10149,Employee Referral,15,2020-10-08,1.0,OK,10,2,2.8
63,36377,Yes,News & Content,1150,4,Producer,1,No,2,5.0,3,On-site,0.2,10150,Employee Referral,15,2020-02-10,1.0,OK,8,0,2.25
48,47243,Yes,Engineering,1151,2,Broadcast Engineer,2,Yes,3,7.2,3,On-site,5.8,10151,Career Site,50,2024-12-06,1.0,OK,9,1,1.1111111111111112
47,80703,No,Sales,1152,3,Account Executive,1,No,4,2.6,1,On-site,0.6,10152,Recruiter Sourced,29,2024-01-16,1.0,OK,5,0,3.0
34,54848,Yes,News & Content,1153,1,Photojournalist,3,No,3,1.0,1,Hybrid,1.0,10153,Employee Referral,29,2026-04-23,1.0,OK,5,2,0.6
31,58076,Yes,Sales,1154,1,Account Executive,4,Yes,3,3.8,1,On-site,1.7,10154,Recruiter Sourced,61,2022-05-10,1.0,OK,5,2,3.2
58,119929,No,News & Content,1155,3,Editor,2,No,3,6.0,4,Remote,1.7,10155,Employee Referral,46,2019-12-21,1.0,OK,7,0,2.0
21,69523,Yes,Engineering,1156,2,Systems Engineer,4,No,4,1.0,3,On-site,1.0,10156,LinkedIn,54,2023-12-03,1.0,OK,4,1,2.25
34,69995,No,News & Content,1157,4,Photojournalist,1,No,4,3.7,4,On-site,1.2,10157,Employee Referral,50,2018-11-26,1.0,OK,9,1,1.7777777777777777
42,93182,No,Sales,1158,4,Account Executive,2,No,3,0.1,2,On-site,0.1,10158,LinkedIn,44,2023-09-20,1.0,OK,3,0,2.3333333333333335
53,91703,No,News & Content,1159,3,Editor,4,No,4,2.7,2,On-site,1.4,10159,Career Site,54,2020-11-02,1.0,OK,4,0,2.5
27,92998,No,News & Content,1160,2,Photojournalist,4,Yes,3,7.0,4,Hybrid,0.0,10160,Employee Referral,24,2022-01-14,1.0,OK,5,1,2.4
33,49472,No,Engineering,1161,4,IT Support,3,No,3,4.3,2,Hybrid,0.8,10161,Recruiter Sourced,22,2021-03-26,1.0,OK,1,0,1.0
27,65565,No,Sales,1162,2,Account Executive,1,No,3,1.6,3,Hybrid,0.1,10162,Employee Referral,15,2024-12-31,1.0,OK,6,1,1.0
41,142993,Yes,Sales,1163,2,Account Executive,3,No,3,0.2,4,Remote,0.2,10163,Employee Referral,11,2024-08-17,1.0,OK,3,0,1.6666666666666667
39,68743,No,Sales,1164,3,Account Executive,2,No,3,3.8,3,On-site,2.0,10164,Recruiter Sourced,35,2018-11-27,1.0,OK,4,0,2.5
21,34000,No,Human Resources,1165,3,HR Manager,4,No,2,1.0,3,On-site,1.0,10165,Employee Referral,14,2024-06-25,1.0,OK,2,0,3.0
32,99595,No,Engineering,1166,3,Broadcast Engineer,4,No,4,4.9,4,On-site,2.6,10166,Employee Referral,19,2025-12-16,1.0,OK,1,1,3.0
21,81172,Yes,News & Content,1167,2,Photojournalist,1,No,4,1.0,4,Hybrid,1.0,10167,Employee Referral,31,2019-12-19,1.0,OK,5,1,0.4
31,45745,No,Sales,1168,3,Account Executive,4,No,3,2.2,2,Remote,1.7,10168,LinkedIn,7,2024-11-04,1.0,OK,5,1,1.8
32,37933,Yes,News & Content,1169,2,Photojournalist,1,No,3,9.6,3,On-site,1.9,10169,Indeed,32,2022-06-10,1.0,OK,1,0,0.0
35,80075,No,Sales,1170,3,Sales Coordinator,4,No,3,4.9,4,Hybrid,0.5,10170,LinkedIn,34,2019-06-28,1.0,OK,2,2,3.0
35,60645,No,Engineering,1171,2,IT Support,3,No,3,1.6,1,On-site,0.8,10171,University Recruiting,60,2025-09-20,1.0,OK,6,3,2.0
51,66498,No,Finance,1172,2,Financial Analyst,3,Yes,3,3.0,2,Hybrid,0.1,10172,LinkedIn,36,2024-04-30,1.0,OK,11,0,2.090909090909091
28,84653,Yes,News & Content,1173,2,Producer,2,No,3,8.0,4,On-site,0.1,10173,Career Site,35,2023-04-20,1.0,OK,6,0,0.8333333333333334
40,54950,No,Sales,1174,4,Sales Manager,1,No,4,16.4,4,On-site,0.4,10174,University Recruiting,54,2021-03-02,1.0,OK,5,0,3.2
21,72851,Yes,News & Content,1175,2,News Director,4,No,4,0.9,3,On-site,0.9,10175,Employee Referral,30,2020-02-24,1.0,OK,7,1,3.5714285714285716
38,43535,No,News & Content,1176,3,Photojournalist,3,No,3,6.0,2,Hybrid,1.0,10176,Employee Referral,36,2023-12-22,1.0,OK,2,1,2.0
31,50771,No,Sales,1177,4,Account Executive,4,No,3,11.0,2,Hybrid,1.2,10177,Employee Referral,46,2021-03-01,1.0,OK,2,2,3.0
44,107764,Yes,Engineering,1178,2,Broadcast Engineer,2,Yes,2,1.5,4,On-site,1.5,10178,Indeed,24,2024-10-16,1.0,OK,9,1,4.444444444444445
37,61970,No,News & Content,1179,2,Reporter,3,No,3,0.1,2,Hybrid,0.1,10179,LinkedIn,46,2021-03-02,1.0,OK,5,1,3.4
31,60009,Yes,News & Content,1180,4,Reporter,2,Yes,4,0.1,1,Remote,0.1,10180,University Recruiting,16,2019-05-06,1.0,OK,4,1,4.0
21,86150,No,Human Resources,1181,3,HR Manager,3,No,4,1.0,3,On-site,1.0,10181,Recruiter Sourced,42,2024-06-17,1.0,OK,2,1,9.5
45,58844,No,Human Resources,1182,4,HR Generalist,3,Yes,3,1.6,3,Hybrid,1.6,10182,LinkedIn,42,2025-07-08,1.0,OK,1,0,3.0
40,118726,No,News & Content,1183,4,Photojournalist,3,No,3,4.2,3,Hybrid,0.0,10183,LinkedIn,28,2021-07-25,1.0,OK,1,0,1.0
40,78671,Yes,Sales,1184,2,Sales Coordinator,2,No,4,1.2,1,Hybrid,0.9,10184,Employee Referral,31,2020-04-28,1.0,OK,6,1,4.0
21,40650,Yes,News & Content,1185,3,Photojournalist,4,No,3,1.0,1,Hybrid,0.2,10185,Employee Referral,55,2022-04-30,1.0,OK,5,1,0.8
51,101082,No,Sales,1186,4,Account Executive,4,No,2,1.3,4,On-site,0.8,10186,LinkedIn,32,2022-06-08,1.0,OK,0,0,0.0
34,98145,No,News & Content,1187,2,News Director,4,No,3,4.6,3,Hybrid,3.1,10187,Employee Referral,40,2025-09-07,1.0,OK,2,0,1.0
42,59632,No,Engineering,1188,4,Broadcast Engineer,4,No,4,0.9,3,On-site,0.9,10188,Employee Referral,34,2019-09-20,1.0,OK,3,1,3.0
43,34000,No,News & Content,1189,4,Editor,4,No,3,15.0,2,On-site,0.2,10189,LinkedIn,25,2025-12-25,1.0,OK,1,0,7.0
41,51094,No,Sales,1190,4,Account Executive,3,No,4,19.9,3,Hybrid,3.7,10190,Employee Referral,26,2022-03-14,1.0,OK,3,0,2.6666666666666665
37,83358,No,News & Content,1191,4,Editor,3,Yes,2,2.2,3,Hybrid,1.7,10191,Indeed,39,2021-08-28,1.0,OK,4,1,3.5
21,87062,Yes,Engineering,1192,3,IT Support,1,No,4,1.0,3,On-site,1.0,10192,Employee Referral,52,2019-08-26,1.0,OK,4,1,3.0
36,78756,No,News & Content,1193,3,News Director,3,Yes,3,5.5,3,On-site,0.4,10193,Recruiter Sourced,17,2024-04-26,1.0,OK,2,0,2.0
42,86059,No,Sales,1194,3,Sales Coordinator,1,No,3,2.5,2,On-site,2.5,10194,Career Site,54,2023-08-13,1.0,OK,4,0,5.0
39,37924,Yes,Engineering,1195,2,Broadcast Engineer,2,No,3,15.3,4,On-site,0.4,10195,Employee Referral,42,2026-05-13,1.0,OK,3,0,2.0
34,34000,No,News & Content,1196,4,News Director,3,No,3,4.1,3,On-site,1.3,10196,LinkedIn,30,2020-03-05,1.0,OK,1,0,2.0
43,57658,No,News & Content,1197,4,Producer,4,Yes,3,3.9,4,On-site,0.4,10197,LinkedIn,38,2019-07-30,1.0,OK,2,0,2.5
40,79450,No,News & Content,1198,3,Photojournalist,3,No,4,1.7,1,Hybrid,1.7,10198,Employee Referral,42,2024-02-05,1.0,OK,6,1,1.6666666666666667
33,45385,No,Human Resources,1199,2,HR Manager,4,No,3,3.9,2,On-site,0.4,10199,Employee Referral,19,2019-01-14,1.0,OK,8,1,3.125
24,34000,Yes,News & Content,1200,3,News Director,2,No,3,0.5,2,Hybrid,0.5,10200,University Recruiting,31,2019-08-26,1.0,OK,5,1,1.8
35,36347,Yes,News & Content,1201,2,Producer,4,No,4,1.9,3,Hybrid,1.9,10201,Indeed,34,2025-05-16,1.0,OK,7,3,0.5714285714285714
32,69703,No,News & Content,1202,3,News Director,4,No,3,0.5,3,On-site,0.5,10202,Career Site,12,2022-03-24,1.0,OK,2,0,3.5
33,95845,No,News & Content,1203,3,Producer,3,No,2,4.1,4,On-site,2.6,10203,Employee Referral,44,2019-12-06,1.0,OK,2,0,4.0
29,34000,Yes,News & Content,1204,3,News Director,3,No,3,4.8,1,Hybrid,3.8,10204,LinkedIn,25,2021-04-22,1.0,OK,2,1,2.5
32,85485,No,Finance,1205,2,Finance Manager,3,No,3,1.1,3,Hybrid,1.1,10205,Indeed,26,2025-08-26,1.0,OK,10,2,2.7
27,51597,No,Finance,1206,4,Accountant,4,Yes,2,7.0,4,On-site,5.1,10206,Employee Referral,32,2023-05-22,1.0,OK,3,1,4.666666666666667
28,122111,No,News & Content,1207,2,Producer,3,No,3,4.5,3,On-site,0.8,10207,LinkedIn,39,2024-11-16,1.0,OK,6,1,1.5
26,133363,Yes,Finance,1208,1,Accountant,2,Yes,3,1.7,3,On-site,1.7,10208,Employee Referral,38,2023-08-31,1.0,OK,10,0,5.4
50,56271,No,News & Content,1209,4,Reporter,4,No,4,2.7,1,On-site,1.8,10209,University Recruiting,34,2023-06-14,1.0,OK,2,0,5.0
46,34697,Yes,Engineering,1210,4,Broadcast Engineer,2,No,2,2.1,3,On-site,0.4,10210,Employee Referral,38,2019-12-02,1.0,OK,6,2,2.1666666666666665
36,98662,No,News & Content,1211,3,Photojournalist,4,Yes,4,1.7,2,On-site,1.7,10211,LinkedIn,24,2026-04-27,1.0,OK,4,0,1.25
30,59733,No,Finance,1212,3,Financial Analyst,1,No,2,4.8,4,On-site,1.2,10212,Indeed,36,2025-05-26,1.0,OK,3,2,2.3333333333333335
36,78381,No,Sales,1213,3,Account Executive,1,No,3,2.5,2,On-site,2.5,10213,University Recruiting,41,2019-04-02,1.0,OK,6,2,5.333333333333333
24,40203,No,News & Content,1214,3,Reporter,3,No,4,1.7,3,Hybrid,0.1,10214,Recruiter Sourced,26,2025-06-01,1.0,OK,2,0,2.0
25,42877,No,Engineering,1215,3,Broadcast Engineer,3,No,3,5.0,2,On-site,0.4,10215,University Recruiting,34,2022-06-22,1.0,OK,5,1,2.4
51,57693,No,News & Content,1216,4,Producer,4,No,4,14.1,3,On-site,0.2,10216,University Recruiting,41,2026-07-11,1.0,OK,2,0,1.0
59,37712,No,Sales,1217,4,Account Executive,4,No,3,1.5,2,Hybrid,1.5,10217,Career Site,32,2023-04-17,1.0,OK,3,0,2.6666666666666665
53,61651,Yes,News & Content,1218,1,News Director,1,Yes,3,3.1,3,On-site,0.9,10218,Career Site,17,2025-04-03,1.0,OK,10,2,4.1
30,85593,Yes,News & Content,1219,2,News Director,3,Yes,3,10.0,2,On-site,3.4,10219,Employee Referral,52,2020-10-16,1.0,OK,4,2,1.75
